id,value
Finance|Major Banks|TCF Financial Corporation Depositary Shares representing 5.70% Series C Non-Cumulative Preferred Stock(TCFCP)(0.000B),TCFCP
Finance|Major Banks|TD Holdings Inc. Common Stock(GLG)(0.257B),GLG
Finance|Major Banks|Tectonic Financial Inc. 9.00% Fixed-to-Floating Rate Series B Non-Cumulative Perpetual Preferred Stock(TECTP)(0.000B),TECTP
Finance|Major Banks|Texas Capital Bancshares Inc. 6.50% Subordinated Notes due 2042(TCBIL)(0.000B),TCBIL
Finance|Major Banks|Texas Capital Bancshares Inc. Common Stock(TCBI)(3.580B),TCBI
Finance|Major Banks|Texas Capital Bancshares Inc. Non Cumulative Preferred Perpetual Stock Series A(TCBIP)(0.000B),TCBIP
Finance|Major Banks|The Bancorp Inc Common Stock(TBBK)(1.140B),TBBK
Finance|Major Banks|The Bank of New York Mellon Corporation Common Stock(BK)(37.404B),BK
Finance|Major Banks|The Community Financial Corporation Common Stock(TCFC)(0.164B),TCFC
Finance|Major Banks|Tompkins Financial Corporation Common Stock(TMP)(1.120B),TMP
Finance|Major Banks|TriCo Bancshares Common Stock(TCBK)(1.207B),TCBK
Finance|Major Banks|TriState Capital Holdings Inc. Common Stock(TSC)(0.749B),TSC
Finance|Major Banks|TriState Capital Holdings Inc. Dep Shs Rep 1/40th Int 6.75% Srs A Non-Cum Pfd Stock(TSCAP)(0.762B),TSCAP
Finance|Major Banks|TriState Capital Holdings Inc. Depositary Share representing a 1/40th Interest in a Share of 6.375% Fixed-to-Floating Rate Series B Non-Cumulative Perpetual Preferred Stock(TSCBP)(0.000B),TSCBP
Finance|Major Banks|Triumph Bancorp Inc. Common Stock(TBK)(1.730B),TBK
Finance|Major Banks|Triumph Bancorp Inc. Depositary Shares Each Representing a 1/40th Interest in a Share of 7.125% Series C Fixed-Rate Non-Cumulative Perpetual Preferred Stock(TBKCP)(0.000B),TBKCP
Finance|Major Banks|Truist Financial Corporation Common Stock(TFC)(75.312B),TFC
Finance|Major Banks|TrustCo Bank Corp NY Common Stock(TRST)(0.645B),TRST
Finance|Major Banks|Trustmark Corporation Common Stock(TRMK)(1.878B),TRMK
Finance|Major Banks|U.S. Bancorp Common Stock(USB)(73.939B),USB
Finance|Major Banks|U.S. Bancorp Depositary Shares Each representing a 1/100th interest in a share of Series A Non-CumulativePerpetual Pfd Stock(USB^A)(nan),USB^A
Finance|Major Banks|UBS Group AG Registered Ordinary Shares(UBS)(54.588B),UBS
Finance|Major Banks|UMB Financial Corporation Common Stock(UMBF)(3.781B),UMBF
Finance|Major Banks|Union Bankshares Inc. Common Stock(UNB)(0.120B),UNB
Finance|Major Banks|United Bancorp Inc. Common Stock(UBCP)(0.078B),UBCP
Finance|Major Banks|United Bancshares Inc. Common Stock(UBOH)(0.077B),UBOH
Finance|Major Banks|United Bankshares Inc. Common Stock(UBSI)(4.575B),UBSI
Finance|Major Banks|United Community Banks Inc. Common Stock(UCBI)(2.795B),UCBI
Finance|Major Banks|United Community Banks Inc. Depositary Shares each representing 1/1000th interest in a share of Series I Non-CumulativePreferred Stock(UCBIO)(0.000B),UCBIO
Finance|Major Banks|United Security Bancshares Common Stock(UBFO)(0.117B),UBFO
Finance|Major Banks|Unity Bancorp Inc. Common Stock(UNTY)(0.200B),UNTY
Finance|Major Banks|Univest Financial Corporation Common Stock(UVSP)(0.716B),UVSP
Finance|Major Banks|Valley National Bancorp 5.50% Fixed-to-Floating Rate Non-Cumulative Perpetual Preferred Stock Series B(VLYPO)(0.000B),VLYPO
Finance|Major Banks|Valley National Bancorp 6.25% Fixed-to-Floating Rate Non-Cumulative Perpetual Preferred Stock Series A(VLYPP)(0.000B),VLYPP
Finance|Major Banks|Valley National Bancorp Common Stock(VLY)(4.755B),VLY
Finance|Major Banks|Veritex Holdings Inc. Common Stock(VBTX)(1.382B),VBTX
Finance|Major Banks|Village Bank and Trust Financial Corp. Common Stock(VBFC)(0.056B),VBFC
Finance|Major Banks|WSFS Financial Corporation Common Stock(WSFS)(2.113B),WSFS
Finance|Major Banks|Washington Federal Inc. Common Stock(WAFD)(2.262B),WAFD
Finance|Major Banks|Washington Federal Inc. Depositary Shares(WAFDP)(0.000B),WAFDP
Finance|Major Banks|Washington Trust Bancorp Inc. Common Stock(WASH)(0.793B),WASH
Finance|Major Banks|Webster Financial Corporation Common Stock(WBS)(4.447B),WBS
Finance|Major Banks|Wells Fargo & Company Common Stock(WFC)(153.163B),WFC
Finance|Major Banks|WesBanco Inc. Common Stock(WSBC)(2.057B),WSBC
Finance|Major Banks|WesBanco Inc. Depositary Shares Each Representing a 1/40th Interest in a Share of 6.75% Fixed-Rate Reset Non-Cumulative Perpetual Preferred Stock Series A(WSBCP)(0.000B),WSBCP
Finance|Major Banks|West Bancorporation Common Stock(WTBA)(0.364B),WTBA
Finance|Major Banks|Westamerica Bancorporation Common Stock(WABC)(1.592B),WABC
Finance|Major Banks|Western Alliance Bancorporation 6.25% Subordinated Debentures due 2056(WALA)(0.000B),WALA
Finance|Major Banks|Western Alliance Bancorporation Common Stock (DE)(WAL)(8.344B),WAL
Finance|Major Banks|Wintrust Financial Corporation Common Stock(WTFC)(3.827B),WTFC
Finance|Major Banks|Wintrust Financial Corporation Depositary Shares Each Representing a 1/1000th Interest in a Share of 6.875% Fixed-Rate Reset Non-Cumulative Perpetual Preferred Stock Series E(WTFCP)(0.000B),WTFCP
Finance|Major Banks|Wintrust Financial Corporation Fixed-to-Floating Rate Non-Cumulative Perpetual Preferred Stock Series D(WTFCM)(0.000B),WTFCM
Finance|Major Banks|Zions Bancorporation 6.95% Fixed-to-Floating Rate Subordinated Notes(ZIONL)(0.000B),ZIONL
Finance|Major Banks|Zions Bancorporation N.A. Common Stock(ZION)(8.209B),ZION
Finance|Major Banks|Zions Bancorporation N.A. Dep Shs Repstg 1/40th Int Sh Ser H Perp Pfd Stk(ZIONN)(0.000B),ZIONN
Finance|Major Banks|Zions Bancorporation N.A. Dep Shs Repstg 1/40th Perp Pfd Ser G(ZIONO)(0.000B),ZIONO
Finance|Major Banks|Zions Bancorporation N.A. Depositary Shares (Each representing 1/40th Interest in a Share of Series A Floating-Rate Non-Cumulative Perpetual Preferred Stock)(ZIONP)(0.000B),ZIONP
Finance|Property-Casualty Insurers,NA
Finance|Property-Casualty Insurers|AMERISAFE Inc. Common Stock(AMSF)(1.133B),AMSF
Finance|Property-Casualty Insurers|Alleghany Corporation Common Stock(Y)(8.497B),Y
Finance|Property-Casualty Insurers|Allstate Corporation (The) Common Stock(ALL)(31.965B),ALL
Finance|Property-Casualty Insurers|Ambac Financial Group Inc. Common Stock(AMBC)(0.725B),AMBC
Finance|Property-Casualty Insurers|American Financial Group Inc. 4.500% Subordinated Debentures due 2060(AFGE)(0.000B),AFGE
Finance|Property-Casualty Insurers|American Financial Group Inc. 5.125% Subordinated Debentures due 2059(AFGC)(0.026B),AFGC
Finance|Property-Casualty Insurers|American Financial Group Inc. 5.625% Subordinated Debentures due 2060(AFGD)(0.000B),AFGD
Finance|Property-Casualty Insurers|American Financial Group Inc. 5.875% Subordinated Debentures due 2059(AFGB)(0.000B),AFGB
Finance|Property-Casualty Insurers|American Financial Group Inc. Common Stock(AFG)(9.218B),AFG
Finance|Property-Casualty Insurers|American International Group Inc. New Common Stock(AIG)(36.279B),AIG
Finance|Property-Casualty Insurers|Arch Capital Group Ltd. Common Stock(ACGL)(14.203B),ACGL
Finance|Property-Casualty Insurers|Arch Capital Group Ltd. Depositary Shares Each Representing 1/1000th Interest in a Share of 5.45% Non-Cumulative Preferred Shares Series F(ACGLO)(0.000B),ACGLO
Finance|Property-Casualty Insurers|Arch Capital Group Ltd. Depositary Shares Representing Interest in 5.25% Non-Cumulative Preferred Series E Shrs(ACGLP)(0.000B),ACGLP
Finance|Property-Casualty Insurers|Assurant Inc. 5.25% Subordinated Notes due 2061(AIZN)(0.000B),AIZN
Finance|Property-Casualty Insurers|Assurant Inc. 6.50% Series D Mandatory Convertible Preferred Stock $1.00 par value(AIZP)(0.000B),AIZP
Finance|Property-Casualty Insurers|Assurant Inc. Common Stock(AIZ)(7.214B),AIZ
Finance|Property-Casualty Insurers|Assured Guaranty Ltd. Common Stock(AGO)(3.189B),AGO
Finance|Property-Casualty Insurers|Axis Capital Holdings Limited Common Stock(AXS)(4.218B),AXS
Finance|Property-Casualty Insurers|CNA Financial Corporation Common Stock(CNA)(11.925B),CNA
Finance|Property-Casualty Insurers|Chubb Limited  Common Stock(CB)(74.377B),CB
Finance|Property-Casualty Insurers|Cincinnati Financial Corporation Common Stock(CINF)(15.234B),CINF
Finance|Property-Casualty Insurers|Conifer Holdings Inc. 6.75% Senior Unsecured Notes due 2023(CNFRL)(0.000B),CNFRL
Finance|Property-Casualty Insurers|Conifer Holdings Inc. Common Stock(CNFR)(0.036B),CNFR
Finance|Property-Casualty Insurers|Donegal Group Inc. Class A Common Stock(DGICA)(0.415B),DGICA
Finance|Property-Casualty Insurers|Donegal Group Inc. Class B Common Stock(DGICB)(0.388B),DGICB
Finance|Property-Casualty Insurers|Employers Holdings Inc Common Stock(EIG)(0.994B),EIG
Finance|Property-Casualty Insurers|Enstar Group Limited Depositary Shares Each Representing 1/1000th of an interest in Preference Shares(ESGRP)(0.000B),ESGRP
Finance|Property-Casualty Insurers|Enstar Group Limited Depository Shares 7.00% Perpetual Non-Cumulative Preference Shares Series E(ESGRO)(0.000B),ESGRO
Finance|Property-Casualty Insurers|Enstar Group Limited Ordinary Shares(ESGR)(4.818B),ESGR
Finance|Property-Casualty Insurers|Essent Group Ltd. Common Shares(ESNT)(4.877B),ESNT
Finance|Property-Casualty Insurers|Everest Re Group Ltd. Common Stock(RE)(9.632B),RE
Finance|Property-Casualty Insurers|FG Financial Group Inc. 8.00% Cumulative Preferred Stock(FGFPP)(0.000B),FGFPP
Finance|Property-Casualty Insurers|FG Financial Group Inc. Common Stock(FGF)(0.026B),FGF
Finance|Property-Casualty Insurers|FedNat Holding Company Common Stock(FNHC)(0.108B),FNHC
Finance|Property-Casualty Insurers|Global Indemnity Group LLC 7.875% Subordinated Notes due 2047(GBLIL)(0.000B),GBLIL
Finance|Property-Casualty Insurers|Global Indemnity Group LLC Class A Common Stock (DE)(GBLI)(0.401B),GBLI
Finance|Property-Casualty Insurers|Greenlight Capital Re Ltd. Class A Ordinary Shares(GLRE)(0.277B),GLRE
Finance|Property-Casualty Insurers|HCI Group Inc. Common Stock(HCI)(0.481B),HCI
Finance|Property-Casualty Insurers|Hallmark Financial Services Inc. Common Stock(HALL)(0.075B),HALL
Finance|Property-Casualty Insurers|Hanover Insurance Group Inc(THG)(4.186B),THG
Finance|Property-Casualty Insurers|Hartford Financial Services Group Inc. (The) 7.875% Fixed to Floating Rate Junior Subordinated Debentures due 2042(HGH)(0.000B),HGH
Finance|Property-Casualty Insurers|Hartford Financial Services Group Inc. (The) Common Stock(HIG)(17.717B),HIG
Finance|Property-Casualty Insurers|Heritage Insurance Holdings Inc. Common Stock(HRTG)(0.272B),HRTG
Finance|Property-Casualty Insurers|Horace Mann Educators Corporation Common Stock(HMN)(1.599B),HMN
Finance|Property-Casualty Insurers|ICC Holdings Inc. Common Stock(ICCH)(0.047B),ICCH
Finance|Property-Casualty Insurers|James River Group Holdings Ltd. Common Shares(JRVR)(1.527B),JRVR
Finance|Property-Casualty Insurers|Kemper Corporation(KMPR)(4.858B),KMPR
Finance|Property-Casualty Insurers|Kingstone Companies Inc. Common Stock(KINS)(0.078B),KINS
Finance|Property-Casualty Insurers|Kingsway Financial Services Inc. Common Stock (DE)(KFS)(0.105B),KFS
Finance|Property-Casualty Insurers|Kinsale Capital Group Inc. Common Stock(KNSL)(4.299B),KNSL
Finance|Property-Casualty Insurers|Lemonade Inc. Common Stock(LMND)(8.216B),LMND
Finance|Property-Casualty Insurers|Loews Corporation Common Stock(L)(12.647B),L
Finance|Property-Casualty Insurers|MBIA Inc. Common Stock(MBI)(0.334B),MBI
Finance|Property-Casualty Insurers|MGIC Investment Corporation Common Stock(MTG)(4.175B),MTG
Finance|Property-Casualty Insurers|Maiden Holdings Ltd. 6.625% Notes due 2046(MHLA)(0.000B),MHLA
Finance|Property-Casualty Insurers|Maiden Holdings Ltd.(MHLD)(0.234B),MHLD
Finance|Property-Casualty Insurers|Maiden Holdings North America Ltd. 7.75% Notes due 2043(MHNC)(0.000B),MHNC
Finance|Property-Casualty Insurers|Markel Corporation Common Stock(MKL)(14.959B),MKL
Finance|Property-Casualty Insurers|MediaAlpha Inc. Class A Common Stock(MAX)(3.513B),MAX
Finance|Property-Casualty Insurers|Mercury General Corporation Common Stock(MCY)(3.137B),MCY
Finance|Property-Casualty Insurers|Metromile Inc. Common Stock(MILE)(2.475B),MILE
Finance|Property-Casualty Insurers|Metromile Inc. Warrant(MILEW)(0.000B),MILEW
Finance|Property-Casualty Insurers|NI Holdings Inc. Common Stock(NODK)(0.363B),NODK
Finance|Property-Casualty Insurers|NMI Holdings Inc. Class A Common Stock(NMIH)(1.906B),NMIH
Finance|Property-Casualty Insurers|Old Republic International Corporation Common Stock(ORI)(5.960B),ORI
Finance|Property-Casualty Insurers|Oxbridge Re Holdings Limited Ordinary Shares(OXBR)(0.022B),OXBR
Finance|Property-Casualty Insurers|Oxbridge Re Holdings Limited Warrant expiring 3/26/2024(OXBRW)(0.000B),OXBRW
Finance|Property-Casualty Insurers|Palomar Holdings Inc. Common stock(PLMR)(2.630B),PLMR
Finance|Property-Casualty Insurers|ProAssurance Corporation Common Stock(PRA)(1.268B),PRA
Finance|Property-Casualty Insurers|ProSight Global Inc. Common Stock(PROS)(0.548B),PROS
Finance|Property-Casualty Insurers|Progressive Corporation (The) Common Stock(PGR)(51.556B),PGR
Finance|Property-Casualty Insurers|Protective Insurance Corporation Class A Common Stock(PTVCA)(0.327B),PTVCA
Finance|Property-Casualty Insurers|Protective Insurance Corporation Class B Common Stock(PTVCB)(0.327B),PTVCB
Finance|Property-Casualty Insurers|RLI Corp. Common Stock (DE)(RLI)(4.619B),RLI
Finance|Property-Casualty Insurers|Radian Group Inc. Common Stock(RDN)(3.906B),RDN
Finance|Property-Casualty Insurers|RenaissanceRe Holdings Ltd. Common Stock(RNR)(8.072B),RNR
Finance|Property-Casualty Insurers|Root Inc. Class A Common Stock(ROOT)(4.605B),ROOT
Finance|Property-Casualty Insurers|Safety Insurance Group Inc. Common Stock(SAFT)(1.170B),SAFT
Finance|Property-Casualty Insurers|Selective Insurance Group Inc. Common Stock(SIGI)(4.015B),SIGI
Finance|Property-Casualty Insurers|Selective Insurance Group Inc. Depositary Shares each representing a 1/1000th interest in a share of 4.60% Non-Cumulative Preferred Stock Series B(SIGIP)(0.000B),SIGIP
Finance|Property-Casualty Insurers|Sirius International Insurance Group Ltd. Common Share(SG)(1.441B),SG
Finance|Property-Casualty Insurers|State Auto Financial Corporation Common Stock(STFC)(0.746B),STFC
Finance|Property-Casualty Insurers|The Travelers Companies Inc. Common Stock(TRV)(37.250B),TRV
Finance|Property-Casualty Insurers|Third Point Reinsurance Ltd. Common Shares(TPRE)(0.931B),TPRE
Finance|Property-Casualty Insurers|Tiptree Inc. Common Stock(TIPT)(0.175B),TIPT
Finance|Property-Casualty Insurers|Trean Insurance Group Inc. Common Stock(TIG)(0.885B),TIG
Finance|Property-Casualty Insurers|UNIVERSAL INSURANCE HOLDINGS INC Common Stock(UVE)(0.424B),UVE
Finance|Property-Casualty Insurers|Unico American Corporation Common Stock(UNAM)(0.028B),UNAM
Finance|Property-Casualty Insurers|United Fire Group Inc. Common Stock(UFCS)(0.735B),UFCS
Finance|Property-Casualty Insurers|United Insurance Holdings Corp. Common Stock(UIHC)(0.249B),UIHC
Finance|Property-Casualty Insurers|W.R. Berkley Corporation Common Stock(WRB)(11.936B),WRB
Finance|Property-Casualty Insurers|Watford Holdings Ltd. 8.5% Cumulative Redeemable Preference Shares(WTREP)(0.000B),WTREP
Finance|Property-Casualty Insurers|White Mountains Insurance Group Ltd. Common Stock(WTM)(3.754B),WTM
Finance|Real Estate,NA
Finance|Real Estate|Alset EHome International Inc. Common Stock(AEI)(0.205B),AEI
Finance|Real Estate|Altisource Asset Management Corp Com(AAMC)(0.041B),AAMC
Finance|Real Estate|American Realty Investors Inc. Common Stock(ARL)(0.154B),ARL
Finance|Real Estate|Armada Hoffler Properties Inc. Common Stock(AHH)(1.010B),AHH
Finance|Real Estate|Bluegreen Vacations Corporation Common Stock(BXG)(0.554B),BXG
Finance|Real Estate|Bluegreen Vacations Holding Corporation Class A Common Stock(BVH)(0.287B),BVH
Finance|Real Estate|Boston Omaha Corporation Class A Common Stock(BOMN)(1.249B),BOMN
Finance|Real Estate|Brookfield Property Partners L.P. 5.750% Class A Cumulative Redeemable Perpetual Preferred Units Series 3(BPYPN)(0.000B),BPYPN
Finance|Real Estate|Brookfield Property Partners L.P. 6.375% Class A Cumulative Redeemable Perpetual Preferred Units Series 2(BPYPO)(0.000B),BPYPO
Finance|Real Estate|Brookfield Property Partners L.P. 6.50% Class A Cumulative Redeemable Perpetual Preferred Units(BPYPP)(0.000B),BPYPP
Finance|Real Estate|Brookfield Property Partners L.P. Limited Partnership Units(BPY)(16.602B),BPY
Finance|Real Estate|CBRE Group Inc Common Stock Class A(CBRE)(23.418B),CBRE
Finance|Real Estate|CTO Realty Growth Inc. Common Stock(CTO)(0.280B),CTO
Finance|Real Estate|China HGS Real Estate Inc. Common Stock(HGSH)(0.056B),HGSH
Finance|Real Estate|Colliers International Group Inc. Subordinate Voting Shares(CIGI)(4.102B),CIGI
Finance|Real Estate|Comstock Holding Companies Inc. Class A Common Stock(CHCI)(0.050B),CHCI
Finance|Real Estate|Cresud S.A.C.I.F. y A. American Depositary Shares(CRESY)(0.309B),CRESY
Finance|Real Estate|Cushman & Wakefield plc Ordinary Shares(CWK)(3.342B),CWK
Finance|Real Estate|Ellington Financial Inc. Common Stock(EFC)(0.687B),EFC
Finance|Real Estate|FRP Holdings Inc. Common Stock(FRPH)(0.426B),FRPH
Finance|Real Estate|Fangdd Network Group Ltd. American Depositary Shares(DUO)(0.689B),DUO
Finance|Real Estate|Fathom Holdings Inc. Common Stock(FTHM)(0.689B),FTHM
Finance|Real Estate|FirstService Corporation Common Shares(FSV)(6.564B),FSV
Finance|Real Estate|Five Point Holdings LLC Class A Common Shares(FPH)(0.945B),FPH
Finance|Real Estate|Forestar Group Inc Common Stock(FOR)(1.044B),FOR
Finance|Real Estate|Getty Realty Corporation Common Stock(GTY)(1.200B),GTY
Finance|Real Estate|Hudson Pacific Properties Inc. Common Stock(HPP)(3.650B),HPP
Finance|Real Estate|INDUS Realty Trust Inc. (MD) Common Stock(INDT)(0.368B),INDT
Finance|Real Estate|Innovative Industrial Properties Inc. Common Stock(IIPR)(5.006B),IIPR
Finance|Real Estate|Invitation Homes Inc. Common Stock(INVH)(16.693B),INVH
Finance|Real Estate|Jones Lang LaSalle Incorporated Common Stock(JLL)(7.726B),JLL
Finance|Real Estate|KE Holdings Inc American Depositary Shares (each representing three Class A Ordinary Shares)(BEKE)(75.784B),BEKE
Finance|Real Estate|Kennedy-Wilson Holdings Inc. Common Stock(KW)(2.479B),KW
Finance|Real Estate|Leju Holdings Limited American Depositary Shares each representing one Ordinary share(LEJU)(0.491B),LEJU
Finance|Real Estate|MDJM LTD Ordinary Share(MDJH)(0.058B),MDJH
Finance|Real Estate|MMA Capital Holdings Inc. Common Stock(MMAC)(0.133B),MMAC
Finance|Real Estate|Marcus & Millichap Inc. Common Stock(MMI)(1.501B),MMI
Finance|Real Estate|Marriott Vacations Worldwide Corporation Common Stock(VAC)(6.082B),VAC
Finance|Real Estate|Maui Land & Pineapple Company Inc. Common Stock(MLP)(0.223B),MLP
Finance|Real Estate|Nam Tai Property Inc. Common Stock(NTP)(0.550B),NTP
Finance|Real Estate|Newmark Group Inc. Class A Common Stock(NMRK)(1.655B),NMRK
Finance|Real Estate|Office Properties Income Trust 5.875% Senior Notes due 2046(OPINI)(0.000B),OPINI
Finance|Real Estate|Office Properties Income Trust 6.375% Senior Notes due 2050(OPINL)(0.000B),OPINL
Finance|Real Estate|Office Properties Income Trust Common Shares of Beneficial Interest(OPI)(1.186B),OPI
Finance|Real Estate|Opendoor Technologies Inc Common Stock(OPEN)(17.998B),OPEN
Finance|Real Estate|Opendoor Technologies Inc Warrants expiring 12/18/2025(OPENW)(0.000B),OPENW
Finance|Real Estate|Optibase Ltd. Ordinary Shares(OBAS)(0.059B),OBAS
Finance|Real Estate|PICO Holdings Inc. Common Stock (DE)(PICO)(0.173B),PICO
Finance|Real Estate|Q&K International Group Limited American Depositary Shares(QK)(0.164B),QK
Finance|Real Estate|RE/MAX Holdings Inc. Class A Common Stock(RMAX)(1.198B),RMAX
Finance|Real Estate|Rafael Holdings Inc. Class B Common Stock(RFL)(0.597B),RFL
Finance|Real Estate|Realogy Holdings Corp. Common Stock(RLGY)(2.024B),RLGY
Finance|Real Estate|Redfin Corporation Common Stock(RDFN)(8.832B),RDFN
Finance|Real Estate|Retail Value Inc. Common Stock(RVI)(0.330B),RVI
Finance|Real Estate|Seritage Growth Properties Class A Common Stock(SRG)(1.047B),SRG
Finance|Real Estate|Tejon Ranch Co Common Stock(TRC)(0.428B),TRC
Finance|Real Estate|Terreno Realty Corporation Common Stock(TRNO)(4.027B),TRNO
Finance|Real Estate|Urban Edge Properties Common Shares of Beneficial Interest(UE)(1.899B),UE
Finance|Real Estate|eXp World Holdings Inc. Common Stock(EXPI)(9.613B),EXPI
Finance|Savings Institutions,NA
Finance|Savings Institutions|1st Constitution Bancorp (NJ) Common Stock(FCCY)(0.179B),FCCY
Finance|Savings Institutions|Affinity Bancshares Inc. Common Stock (MD)(AFBI)(0.000B),AFBI
Finance|Savings Institutions|Axos Financial Inc. 6.25% Subordinated Notes Due 2026(AXO)(0.000B),AXO
Finance|Savings Institutions|Axos Financial Inc. Common Stock(AX)(2.575B),AX
Finance|Savings Institutions|BCB Bancorp Inc. (NJ) Common Stock(BCBP)(0.219B),BCBP
Finance|Savings Institutions|BankFinancial Corporation Common Stock(BFIN)(0.137B),BFIN
Finance|Savings Institutions|BankUnited Inc. Common Stock(BKU)(3.690B),BKU
Finance|Savings Institutions|Broadway Financial Corporation Common Stock(BYFC)(0.065B),BYFC
Finance|Savings Institutions|Brookline Bancorp Inc. Common Stock(BRKL)(1.056B),BRKL
Finance|Savings Institutions|CBM Bancorp Inc. Common Stock(CBMB)(0.053B),CBMB
Finance|Savings Institutions|Capitol Federal Financial Inc. Common Stock(CFFN)(1.789B),CFFN
Finance|Savings Institutions|Carver Bancorp Inc. Common Stock(CARV)(0.030B),CARV
Finance|Savings Institutions|Cincinnati Bancorp Inc. Common Stock(CNNB)(0.036B),CNNB
Finance|Savings Institutions|Citizens Community Bancorp Inc. Common Stock(CZWI)(0.122B),CZWI
Finance|Savings Institutions|Codorus Valley Bancorp Inc Common Stock(CVLY)(0.153B),CVLY
Finance|Savings Institutions|Columbia Financial Inc. Common Stock(CLBK)(1.807B),CLBK
Finance|Savings Institutions|Cortland Bancorp Common Stock(CLDB)(0.077B),CLDB
Finance|Savings Institutions|Dime Community Bancshares Inc. Common Stock(DCOM)(0.912B),DCOM
Finance|Savings Institutions|Dime Community Bancshares Inc. Fixed-Rate Non-Cumulative Perpetual Preferred Stock Series A(DCOMP)(0.000B),DCOMP
Finance|Savings Institutions|Eastern Bankshares Inc. Common Stock(EBC)(3.119B),EBC
Finance|Savings Institutions|FFBW Inc. Common Stock (MD)(FFBW)(0.082B),FFBW
Finance|Savings Institutions|Farmers & Merchants Bancorp Inc. Common Stock(FMAO)(0.252B),FMAO
Finance|Savings Institutions|First Capital Inc. Common Stock(FCAP)(0.169B),FCAP
Finance|Savings Institutions|First Guaranty Bancshares Inc. Common Stock(FGBI)(0.161B),FGBI
Finance|Savings Institutions|First Savings Financial Group Inc. Common Stock(FSFG)(0.145B),FSFG
Finance|Savings Institutions|First Seacoast Bancorp Common Stock(FSEA)(0.055B),FSEA
Finance|Savings Institutions|Flagstar Bancorp Inc. Common Stock(FBC)(2.350B),FBC
Finance|Savings Institutions|HMN Financial Inc. Common Stock(HMNF)(0.092B),HMNF
Finance|Savings Institutions|HSBC Holdings plc. Common Stock(HSBC)(119.766B),HSBC
Finance|Savings Institutions|Home Federal Bancorp Inc. of Louisiana Common StocK(HFBL)(0.052B),HFBL
Finance|Savings Institutions|HomeTrust Bancshares Inc. Common Stock(HTBI)(0.365B),HTBI
Finance|Savings Institutions|IF Bancorp Inc. Common Stock(IROQ)(0.068B),IROQ
Finance|Savings Institutions|Kearny Financial Corp Common Stock(KRNY)(0.901B),KRNY
Finance|Savings Institutions|Kentucky First Federal Bancorp Common Stock(KFFB)(0.058B),KFFB
Finance|Savings Institutions|Lake Shore Bancorp Inc. Common Stock(LSBK)(0.092B),LSBK
Finance|Savings Institutions|Magyar Bancorp Inc. Common Stock(MGYR)(0.062B),MGYR
Finance|Savings Institutions|Malvern Bancorp Inc. Common Stock(MLVF)(0.121B),MLVF
Finance|Savings Institutions|Mid-Southern Bancorp Inc. Common Stock(MSVB)(0.052B),MSVB
Finance|Savings Institutions|Northfield Bancorp Inc. Common Stock (Delaware)(NFBK)(0.694B),NFBK
Finance|Savings Institutions|Northrim BanCorp Inc Common Stock(NRIM)(0.218B),NRIM
Finance|Savings Institutions|OceanFirst Financial Corp. Common Stock(OCFC)(1.251B),OCFC
Finance|Savings Institutions|OceanFirst Financial Corp. Depositary Shares(OCFCP)(0.000B),OCFCP
Finance|Savings Institutions|Oconee Federal Financial Corp. Common Stock(OFED)(0.124B),OFED
Finance|Savings Institutions|PDL Community Bancorp Common Stock(PDLB)(0.170B),PDLB
Finance|Savings Institutions|People's United Financial Inc. Common Stock(PBCT)(6.510B),PBCT
Finance|Savings Institutions|People's United Financial Inc. Perpetual Preferred Series A Fixed-to-floating Rate(PBCTP)(0.000B),PBCTP
Finance|Savings Institutions|Provident Bancorp Inc. (MD) Common Stock(PVBC)(0.235B),PVBC
Finance|Savings Institutions|Provident Financial Holdings Inc. Common Stock(PROV)(0.117B),PROV
Finance|Savings Institutions|Provident Financial Services Inc Common Stock(PFS)(1.496B),PFS
Finance|Savings Institutions|Riverview Bancorp Inc Common Stock(RVSB)(0.127B),RVSB
Finance|Savings Institutions|Salisbury Bancorp Inc. Common Stock(SAL)(0.114B),SAL
Finance|Savings Institutions|Sound Financial Bancorp Inc. Common Stock(SFBC)(0.087B),SFBC
Finance|Savings Institutions|Sterling Bancorp Inc. Common Stock(SBT)(0.240B),SBT
Finance|Savings Institutions|TFS Financial Corporation Common Stock(TFSL)(5.325B),TFSL
Finance|Savings Institutions|Territorial Bancorp Inc. Common Stock(TBNK)(0.229B),TBNK
Finance|Savings Institutions|Umpqua Holdings Corporation Common Stock(UMPQ)(3.576B),UMPQ
Finance|Savings Institutions|Waterstone Financial Inc. Common Stock (MD)(WSBF)(0.496B),WSBF
Finance|Savings Institutions|Western New England Bancorp Inc. Common Stock(WNEB)(0.190B),WNEB
Finance|Specialty Insurers,NA
Finance|Specialty Insurers|Aon plc Class A Ordinary Shares (Ireland)(AON)(51.955B),AON
Finance|Specialty Insurers|Argo Group International Holdings Ltd. 6.5% Senior Notes Due 2042(ARGD)(0.000B),ARGD
Finance|Specialty Insurers|Argo Group International Holdings Ltd.(ARGO)(1.548B),ARGO
Finance|Specialty Insurers|Arthur J. Gallagher & Co. Common Stock(AJG)(22.981B),AJG
Finance|Specialty Insurers|BRP Group Inc. (Insurance Company) Class A Common Stock(BRP)(3.165B),BRP
Finance|Specialty Insurers|Brown & Brown Inc. Common Stock(BRO)(12.543B),BRO
Finance|Specialty Insurers|CorVel Corp. Common Stock(CRVL)(1.858B),CRVL
